189157,13645527
189157,35347263
189157,37279715
189157,64441344
189157,85130250
189157,98119345
308807,98119345
1028119,29923700
1417146,169124163
1641818
1715863
3678373,5361974
4202332
5361974,3678373
6162960,8433775
6162960,13645527
6162960,24598990
6162960,28583476
6162960,98119345
6162960,122498128
6379582,9081082
6379582,25296254
6379582,226340099
7843456
8433775,6162960
8433775,8974997
8433775,9081082
8433775,17335563
8433775,21319001
8433775,24598990
8433775,30012215
8433775,30764138
8433775,35347263
8433775,41108138
8433775,64441344
8433775,207378588
8433775,270078982
8974997,8433775
8974997,17335563
8974997,21152010
8974997,21319001
8974997,24598990
8974997,28583476
8974997,29175705
8974997,30012215
8974997,30764138
8974997,35347263
8974997,37279715
8974997,50290093
8974997,64441344
8974997,98119345
8974997,122498128
8974997,125204353
8974997,146894240
8974997,163698303
8974997,169124163
8974997,262988651
8974997,270078982
8974997,326544827
9081082,6379582
9081082,8433775
9081082,13645527
9081082,21319001
9081082,24598990
9081082,28583476
9081082,29923700
9081082,30012215
9081082,30764138
9081082,37279715
9081082,64441344
9081082,74185435
9081082,85130250
9081082,98119345
9081082,122498128
9081082,207378588
9109719,98119345
13645527,189157
13645527,6162960
13645527,9081082
13645527,21319001
13645527,24598990
13645527,28583476
13645527,30012215
13645527,35347263
13645527,37279715
13645527,41108138
13645527,64441344
13645527,74185435
13645527,85130250
13645527,98119345
13645527,122498128
13645527,125204353
13645527,207378588
17335563,8433775
17335563,8974997
17335563,24598990
17335563,28583476
17335563,122498128
17335563,146894240
17335563,262988651
17684252,30012215
17684252,34943966
17684252,99799869
18931995,28583476
18931995,29175705
18931995,35347263
19186778
21152010,8974997
21152010,21319001
21152010,125204353
21319001,8433775
21319001,8974997
21319001,9081082
21319001,13645527
21319001,21152010
21319001,28583476
21319001,29175705
21319001,29923700
21319001,30012215
21319001,30764138
21319001,35347263
21319001,41108138
21319001,64441344
21319001,74185435
21319001,85130250
21319001,98119345
21319001,99799869
21319001,122498128
21319001,125204353
21319001,146894240
21319001,207378588
21319001,270078982
24598990,6162960
24598990,8433775
24598990,8974997
24598990,9081082
24598990,13645527
24598990,17335563
24598990,28583476
24598990,29175705
24598990,35347263
24598990,37279715
24598990,85130250
24598990,98119345
24598990,122498128
24598990,125204353
24598990,146894240
24598990,207378588
24598990,262988651
25296254,6379582
28271390
28583476,6162960
28583476,8974997
28583476,9081082
28583476,13645527
28583476,17335563
28583476,18931995
28583476,21319001
28583476,24598990
28583476,29923700
28583476,35347263
28583476,41108138
28583476,64441344
28583476,74185435
28583476,122498128
28583476,207378588
29175705,8974997
29175705,18931995
29175705,21319001
29175705,24598990
29175705,30012215
29175705,30764138
29175705,35347263
29175705,64441344
29175705,262988651
29175705,270078982
29175705,326544827
29923700,1028119
29923700,9081082
29923700,21319001
29923700,28583476
30012215,8433775
30012215,8974997
30012215,9081082
30012215,13645527
30012215,17684252
30012215,21319001
30012215,29175705
30012215,30764138
30012215,34943966
30012215,35347263
30012215,37279715
30012215,64441344
30012215,74185435
30012215,85130250
30012215,99799869
30012215,122498128
30012215,207378588
30764138,8433775
30764138,8974997
30764138,9081082
30764138,21319001
30764138,29175705
30764138,30012215
30764138,35347263
30764138,64441344
30764138,122498128
30764138,207378588
30764138,270078982
33350371,73151868
33350371,100652395
33350371,169124163
34943966,17684252
34943966,30012215
35347263,189157
35347263,8433775
35347263,8974997
35347263,13645527
35347263,18931995
35347263,21319001
35347263,24598990
35347263,28583476
35347263,29175705
35347263,30012215
35347263,30764138
35347263,37279715
35347263,41108138
35347263,64441344
35347263,74185435
35347263,98119345
35347263,99799869
35347263,125204353
35347263,146894240
35347263,207378588
35347263,270078982
35347263,326544827
37279715,189157
37279715,8974997
37279715,9081082
37279715,13645527
37279715,24598990
37279715,30012215
37279715,35347263
37279715,41108138
37279715,64441344
37279715,85130250
37279715,98119345
37279715,125204353
38110361,50635074
41108138,8433775
41108138,13645527
41108138,21319001
41108138,28583476
41108138,30764138
41108138,35347263
41108138,37279715
41108138,122498128
41108138,146894240
41108138,207378588
50290093
50635074,38110361
50635074,244584779
50635074,290617776
54709862,68511514
54709862,135261107
54709862,142241451
54709862,144480308
54709862,144543994
54709862,148924702
54709862,151746335
54709862,152914362
54709862,163919734
54709862,244584779
54709862,249207182
54709862,322205424
54709862,376569152
54709862,391336419
64441344,189157
64441344,8433775
64441344,8974997
64441344,9081082
64441344,13645527
64441344,21319001
64441344,28583476
64441344,29175705
64441344,30012215
64441344,30764138
64441344,35347263
64441344,37279715
64441344,85130250
64441344,98119345
64441344,122498128
64441344,207378588
64441344,270078982
68511514,54709862
68511514,135261107
68511514,142241451
68511514,144480308
68511514,144543994
68511514,148924702
68511514,151746335
68511514,152914362
68511514,163919734
68511514,204888908
68511514,244584779
68511514,249207182
68511514,290617776
68511514,322205424
68511514,376569152
68511514,385960812
73151868,33350371
73151868,100652395
73151868,169124163
74185435,9081082
74185435,13645527
74185435,21319001
74185435,28583476
74185435,30012215
74185435,35347263
74185435,85130250
74185435,146894240
74185435,207378588
85130250,189157
85130250,9081082
85130250,13645527
85130250,21319001
85130250,24598990
85130250,30012215
85130250,37279715
85130250,64441344
85130250,74185435
85130250,98119345
85130250,122498128
85130250,207378588
85130250,262988651
93659903,135165717
93659903,135261107
93659903,142241451
93659903,144480308
93659903,144543994
93659903,148924702
93659903,151746335
93659903,244584779
93659903,290617776
93659903,376569152
93659903,385960812
98119345,189157
98119345,308807
98119345,6162960
98119345,8974997
98119345,9081082
98119345,9109719
98119345,13645527
98119345,21319001
98119345,24598990
98119345,35347263
98119345,37279715
98119345,64441344
98119345,85130250
98119345,125204353
98119345,146894240
98119345,262988651
99799869,17684252
99799869,21319001
99799869,30012215
99799869,35347263
99799869,122498128
100652395,33350371
100652395,73151868
100652395,169124163
122498128,6162960
122498128,8974997
122498128,9081082
122498128,13645527
122498128,17335563
122498128,21319001
122498128,24598990
122498128,28583476
122498128,30012215
122498128,30764138
122498128,41108138
122498128,64441344
122498128,85130250
122498128,99799869
122498128,146894240
122498128,262988651
125204353,8974997
125204353,13645527
125204353,21152010
125204353,21319001
125204353,24598990
125204353,35347263
125204353,37279715
125204353,98119345
125204353,146894240
135165717,93659903
135165717,142241451
135165717,144480308
135165717,144543994
135165717,244584779
135165717,290617776
135165717,376569152
135165717,385960812
135261107,54709862
135261107,68511514
135261107,93659903
135261107,142241451
135261107,144543994
135261107,148924702
135261107,151746335
135261107,152914362
135261107,163919734
135261107,244584779
135261107,249207182
135261107,290617776
135261107,322205424
135261107,376569152
135261107,385960812
135261107,391336419
139159548
142241451,54709862
142241451,68511514
142241451,93659903
142241451,135165717
142241451,135261107
142241451,144480308
142241451,144543994
142241451,148924702
142241451,151746335
142241451,152914362
142241451,163919734
142241451,204888908
142241451,290617776
142241451,376569152
142241451,391336419
144480308,135165717
144480308,244584779
144480308,322205424
144480308,376569152
144543994,54709862
144543994,68511514
144543994,93659903
144543994,135165717
144543994,135261107
144543994,142241451
144543994,144480308
144543994,148924702
144543994,151746335
144543994,152914362
144543994,163919734
144543994,204888908
144543994,244584779
144543994,249207182
144543994,290617776
144543994,322205424
144543994,342029877
144543994,376569152
144543994,385960812
144543994,391336419
146894240,8974997
146894240,17335563
146894240,21319001
146894240,24598990
146894240,35347263
146894240,41108138
146894240,74185435
146894240,98119345
146894240,122498128
146894240,125204353
146894240,262988651
148924702,54709862
148924702,68511514
148924702,93659903
148924702,135261107
148924702,142241451
148924702,144480308
148924702,151746335
148924702,152914362
148924702,163919734
148924702,244584779
148924702,290617776
148924702,376569152
151746335,54709862
151746335,68511514
151746335,93659903
151746335,135261107
151746335,142241451
151746335,144480308
151746335,144543994
151746335,148924702
151746335,152914362
151746335,163919734
151746335,290617776
151746335,376569152
152914362,54709862
152914362,68511514
152914362,135261107
152914362,142241451
152914362,144480308
152914362,144543994
152914362,148924702
152914362,151746335
152914362,163919734
152914362,204888908
152914362,244584779
152914362,290617776
152914362,376569152
163698303,8974997
163698303,169124163
163698303,226340099
163919734,54709862
163919734,68511514
163919734,135261107
163919734,142241451
163919734,144480308
163919734,144543994
163919734,148924702
163919734,151746335
163919734,152914362
163919734,204888908
163919734,244584779
163919734,290617776
163919734,376569152
163919734,385960812
169124163,1417146
169124163,8974997
169124163,73151868
169124163,33350371
169124163,100652395
169124163,163698303
169124163,226340099
204888908,68511514
204888908,142241451
204888908,144543994
204888908,152914362
204888908,163919734
204888908,290617776
204888908,376569152
207378588,8433775
207378588,9081082
207378588,13645527
207378588,21319001
207378588,24598990
207378588,28583476
207378588,30012215
207378588,30764138
207378588,35347263
207378588,41108138
207378588,64441344
207378588,74185435
207378588,85130250
226340099,6379582
226340099,163698303
226340099,169124163
244584779,50635074
244584779,54709862
244584779,68511514
244584779,93659903
244584779,135165717
244584779,135261107
244584779,144480308
244584779,144543994
244584779,148924702
244584779,152914362
244584779,163919734
244584779,249207182
244584779,290617776
244584779,322205424
244584779,342029877
244584779,376569152
244584779,385960812
244584779,391336419
249207182,54709862
249207182,68511514
249207182,135261107
249207182,144543994
249207182,244584779
249207182,290617776
249207182,322205424
249207182,376569152
249207182,385960812
262988651,8974997
262988651,17335563
262988651,24598990
262988651,29175705
262988651,85130250
262988651,98119345
262988651,122498128
262988651,146894240
270078982,8433775
270078982,8974997
270078982,21319001
270078982,29175705
270078982,30764138
270078982,35347263
270078982,64441344
290617776,50635074
290617776,68511514
290617776,93659903
290617776,135165717
290617776,135261107
290617776,142241451
290617776,144480308
290617776,144543994
290617776,148924702
290617776,151746335
290617776,152914362
290617776,163919734
290617776,204888908
290617776,244584779
290617776,249207182
290617776,322205424
290617776,376569152
290617776,385960812
290617776,391336419
291259760
322205424,54709862
322205424,68511514
322205424,135261107
322205424,144480308
322205424,144543994
322205424,244584779
322205424,249207182
322205424,290617776
322205424,376569152
322205424,385960812
322205424,391336419
326544827,8974997
326544827,29175705
326544827,35347263
342029877,144543994
342029877,244584779
376569152,54709862
376569152,68511514
376569152,93659903
376569152,135165717
376569152,135261107
376569152,142241451
376569152,144480308
376569152,144543994
376569152,148924702
376569152,151746335
376569152,152914362
376569152,163919734
376569152,204888908
376569152,244584779
376569152,249207182
376569152,290617776
376569152,322205424
376569152,385960812
376569152,391336419
385960812,68511514
385960812,93659903
385960812,135165717
385960812,135261107
385960812,144480308
385960812,144543994
385960812,163919734
385960812,244584779
385960812,249207182
385960812,290617776
385960812,322205424
385960812,376569152
385960812,391336419
391336419,54709862
391336419,135261107
391336419,142241451
391336419,144543994
391336419,244584779
391336419,290617776
391336419,322205424
391336419,376569152
391336419,385960812
